Channel Name,Country,Likes Avg.,Posts,Followers,Comments Avg.,Views Avg.,Avg. 7 Day,Avg. 14 Day,Avg. 30 Day,Engagement Rate,Engagement,Engagement per Follower,Likes per Post,Main video category
worldstar,US,157546.1782,99022,37818287,2493.199621,1056851.689,74208.32051,72683.64865,71531.15126,0.003166408,11627061152.0,307.44547345573847,1.5910219769344185,Comedy
prattprattpratt,Unknown,813539.0,718,37405186,4914.890244,2052633.912,0.0,359794.0,445609.5,0.018849757,533972191.0,14.275351845597024,1133.0626740947075,Trailers
marvelstudios,Unknown,594215.25,2593,37389526,1983.720121,963850.0543,1049491.375,928507.2,832929.25,0.014386571,1353133544.0,36.19017646813709,229.16129965291168,Trailers
wesleysafadao,Unknown,256129.7357,8842,37149804,7318.797612,992787.5728,0.0,0.0,0.0,0.005562753,1775784581.0,47.80064468173237,28.96739829224157,Unknown
parineetichopra,Unknown,505700.3333,1325,36973458,1639.372247,852263.72,158555.0,235079.25,245650.1667,0.01046194,543192541.9,14.691418419667428,381.6606289056604,Autos & Vehicles
cznburak,Unknown,816501.0,1746,36935601,8524.293878,7053235.345,474966.0,471769.3333,605418.2,0.023208658,1304203086.0,35.31018991676892,467.6408934707904,Trailers
laudyacynthiabella,ID,172773.75,379,36677982,544.6907449,436724.4706,49424.0,19080.0,45644.66667,0.003289941,81478570.17,2.221457281101234,455.86741424802113,Movies
antogriezmann,FR,1132433.0,865,36381765,4322.974194,1699071.474,241066.25,258233.8571,266970.2727,0.024641053,797730985.9,21.926670844583818,1309.171098265896,Sports
gisel_la,Unknown,152328.6333,9874,36318320,2451.686265,1081229.756,36770.4,30533.09091,42558.3913,0.003162956,1143792703.0,31.493546590260785,15.42724663763419,Sports
eminem,US,1093015.5,649,36182573,9202.009259,3104548.173,1137281.0,918847.0,786575.0,0.025279022,623173534.5,17.22302984091264,1684.153312788906,Music
rkive,Unknown,10938709.25,103,36005772,0.176470588,0.0,0.0,0.0,0.0,0.282514251,1068980701.0,29.689148201016216,106201.06067961163,Gaming
colesprouse,Unknown,2286897.5,1139,35979076,7860.226244,5765129.833,258277.0,371631.4,1387607.571,0.055739625,2311189588.0,64.23704677685441,2007.811676909569,Unknown
nattinatasha,CZ,517671.2917,26,35925441,2717.19521,1867592.993,0.0,492944.0,492944.0,0.01088565,46018593.56,1.280947213981312,19910.43429615385,Music
mercedesbenz,VG,197897.8543,9990,35833928,384.908284,358159.5118,44650.15385,50835.53165,58994.36306,0.004442627,1619110969.0,45.18374231817399,19.809595025025025,Autos & Vehicles
tigerjackieshroff,IN,1110818.833,2071,35453527,6014.289916,2513956.455,0.0,0.0,350053.0,0.02460982,1789132658.0,50.464165610377776,536.3683404152583,Sports
barackobama,US,1130236.5,654,35433452,10506.67093,2135436.03,332564.6667,412736.0,409610.3333,0.027317301,661448762.7,18.66735317518598,1728.190366972477,Unknown
shahidkapoor,Unknown,1294704.75,1139,35378098,5295.665198,3364583.409,734052.0,795631.25,795631.25,0.034331881,1239007326.0,35.021875003003274,1136.7030289727832,Trailers
kimberly.loaiza,MX,2668449.0,586,35190427,30747.96629,6499614.012,462549.0,1414640.333,1605446.0,0.05657788,1181184302.0,33.5655006971072,4553.6672354948805,Trailers
sachintendulkar,Unknown,800379.5,995,35033518,2110.816,1898931.0,531235.6667,531235.6667,635379.7143,0.018466675,636391848.8,18.165228190899924,804.4015075376884,Unknown
simoneses,BR,425578.3333,4394,34784799,4539.766055,2380157.444,357320.5,305093.6,247953.0,0.010601304,1629760420.0,46.85266170432665,96.85442269003188,Unknown
ivetesangalo,BR,234006.2143,7555,34714162,3542.1835,1314483.795,43746.5,54630.0,63001.0,0.005720329,1474960673.0,42.48873047835635,30.9736881932495,Shows
paollaoliveirareal,Unknown,367804.9722,4544,34565086,3025.365397,1111841.534,109581.0,136755.2941,126819.3214,0.008254116,1312423821.0,37.96963852483977,80.94299564260564,Music
lunamaya,Unknown,145525.506,4035,34486065,948.4511819,499199.4531,96535.33333,69638.6875,58397.58065,0.003212612,477192907.6,13.837267534002503,36.06580074349442,Fashion & Beauty
dannapaola,MX,1458303.625,1934,34446899,3327.82767,2127755.433,0.0,837285.0,838019.75,0.030553008,2041032703.0,59.25156580857975,754.0349663908997,Unknown
blakelively,US,3222808.5,112,34420991,9165.636364,7197748.0,0.0,0.0,3370864.0,0.068238888,276608859.4,8.036051588404296,28775.07589285714,Unknown
toni.kr8s,Unknown,597179.75,931,34281435,2314.913433,1206603.952,1086602.0,671331.3333,481886.2,0.014179845,452292203.3,13.193502643632042,641.439044038668,Nonprofits & Activism
adidasoriginals,Unknown,151286.6,259,34246782,667.1032389,427704.7,87087.25,83506.0,79206.0,0.003433834,64920684.16,1.8956725382256352,584.1181467181467,Unknown
disney,US,185166.2341,7196,33912535,1053.81075,667676.1786,140913.3333,126242.9487,130599.5443,0.005567756,1229683455.0,36.26044042416764,25.73182797387437,Movies
shaymitchell,US,754879.925,6292,33777981,1958.390516,2085853.596,615270.0,615270.0,612827.0,0.017073428,3631741204.0,107.51800718935806,119.97455896376351,Science & Technology
khabib_nurmagomedov,RU,693615.5179,4509,33561258,5063.583133,2562603.485,251138.3333,209536.8333,399579.3889,0.017385334,2637511188.0,78.58797152359426,153.8291235085385,Sports
bmw,DE,232946.5345,9247,33536702,587.0275279,450255.3468,79598.5,76931.96429,84832.54688,0.005627039,1771875849.0,52.833932477916285,25.19157937709528,Autos & Vehicles
zidane,FR,1059596.0,366,33177179,6400.40566,1691814.889,999103.0,999103.0,911822.2857,0.025347222,335421501.7,10.110006691647897,2895.071038251366,Gaming
nancyajram,FR,391202.1667,3810,33102343,3792.208617,1283372.676,169947.0,132337.6667,146928.1111,0.009285819,1185516810.0,35.81368273538825,102.67773404199475,Music
sonamkapoor,IN,264547.2056,4799,33043019,868.8948127,757543.6604,0.0,153794.3333,237832.4286,0.006285162,1024588193.1,31.007705231171524,55.12548564284226,Entertainment
luansantana,BR,205587.9583,714,33024460,4795.10097,528762.5226,129386.125,193875.8571,182498.6667,0.005050464,145158776.2,4.395492801396298,287.9383169467787,Unknown
danbilzerian,CA,2044189.0,1372,32938902,24680.81319,21036525.38,1079742.0,1079742.0,1079742.0,0.053036463,2388790000.0,72.52184666021958,1489.9336734693877,Pets & Animals
nickjonas,US,744225.6667,2315,32906383,2191.083551,1089024.303,65526.0,65526.0,339617.3333,0.017990061,1397443781.0,42.467255699297006,321.47976963282935,Unknown
gururandhawa,US,637758.25,2140,32845959,3837.251476,2267250.602,232432.6667,307367.1429,289892.625,0.015256537,1072485218.0,32.651968481115134,298.0178738317757,Education
iambeckyg,US,625421.4762,2270,32812027,1588.418605,1020375.809,300174.0,321817.6667,396257.9286,0.014030613,1066561070.0,32.50518689381793,275.5160688105727,Unknown
